episode;steps;steps_try_grab_apple;initial_position_apple;current_exploration;time;mean_time;mean_fps;reward;last_reward;last_code_grab_overlap;last_code_arm_collision;last_drone_collision;last_action;last_state
49;42;4;(1.3441123962402344, -0.3874344229698181, -1.9438974857330322);0.35;6.404831647872925;0.152495991616022;6.557549410990124;922.175164078171;909.1695265800741;21001;10000;False;(0.08121289631343118, -0.042233715722627775, -0.21865401026949693);{'bbox': [0.45588910579681396, 0.5735389921400282, 0.5406566858291626, 0.7254756291707357], 'velocity': (0.054959721863269806, 0.001974949147552252, -0.003448606003075838)}
50;40;3;(1.407518982887268, 0.09988799691200256, -2.20172381401062);0.35;6.379878759384155;0.1594969689846039;6.269711621269299;942.8050367057925;930.4340197123354;21001;10000;False;(0.08509141951799393, -0.007311167661100626, -0.17570540308952332);{'bbox': [0.45604559779167175, 0.5782987276713053, 0.5389057397842407, 0.7275469038221571], 'velocity': (0.05314430966973305, -0.001736077363602817, -0.016429590061306953)}
51;47;2;(1.4119410514831543, -0.3169664442539215, -2.02013897895813);0.35;7.255215644836426;0.15436629031566865;6.478098281399828;951.7963864519137;938.4841780391603;21001;10000;False;(0.08673592656850815, -0.006882847286760807, -0.15538552403450012);{'bbox': [0.45396900177001953, 0.5903505749172635, 0.538560152053833, 0.7365515496995714], 'velocity': (0.05407264083623886, -0.0014364102389663458, -0.010549969971179962)}
52;38;3;(1.252832055091858, 0.3817727863788605, -1.9404784440994263);0.35;5.811957359313965;0.15294624629773593;6.538244803035765;938.8825892824216;927.3202358766985;21001;10000;False;(0.08982859551906586, -0.011866562068462372, -0.16817143559455872);{'bbox': [0.45616933703422546, 0.5842771000332303, 0.5419501066207886, 0.7286931673685709], 'velocity': (0.05920805409550667, 0.00334469648078084, -0.018410705029964447)}
53;32;3;(1.2622849941253662, 0.13283436000347137, -2.3734636306762695);0.35;5.0334367752075195;0.15729489922523499;6.35748523903545;943.1305215597491;931.4802183105321;21001;10000;False;(0.08285215497016907, 0.038607995957136154, -0.159157857298851);{'bbox': [0.4590194821357727, 0.584784984588623, 0.5409641861915588, 0.7317760255601671], 'velocity': (0.06307291984558105, -0.016876287758350372, 0.0013714865781366825)}
54;34;3;(1.378421425819397, 0.05868097022175789, -2.392481803894043);0.35;5.20361328125;0.1530474494485294;6.533921366238153;938.8670297401301;925.3991271994624;21001;10000;False;(0.12930172237873977, 0.019033425398601367, -0.13425725157281498);{'bbox': [0.46081939339637756, 0.5914096832275391, 0.5416359305381775, 0.7381086879306369], 'velocity': (0.0680939182639122, -0.005340011324733496, 0.007118529174476862)}
55;36;3;(1.2379869222640991, 0.2156202644109726, -2.086930751800537);0.35;5.688193321228027;0.15800537003411186;6.328898820236993;946.0956309368775;936.7133828961321;21001;10000;False;(0.0723988488316536, -0.009431981481611729, -0.1611345410346985);{'bbox': [0.4524270296096802, 0.5836315155029297, 0.5376883745193481, 0.7402926021152072], 'velocity': (0.05751306563615799, -0.005377741064876318, -0.0014578127302229404)}
56;36;2;(1.3427932262420654, 0.17831066250801086, -2.399165630340576);0.35;5.543467044830322;0.15398519568973118;6.494130786539547;937.900511749012;924.51905635376;21001;10000;False;(0.08237351477146149, 0.013520260341465473, -0.15257349610328674);{'bbox': [0.4527876675128937, 0.5905906359354655, 0.537961483001709, 0.7380698521931967], 'velocity': (0.06939280033111572, -0.01252121850848198, -0.00887826457619667)}
57;44;3;(1.3800208568572998, 0.5850721597671509, -1.841513991355896);0.35;6.865455865859985;0.15603308786045422;6.40889707248718;952.481842217813;936.0124208736327;21001;10000;False;(0.09202709794044495, -0.008013716898858547, -0.1586058884859085);{'bbox': [0.457400381565094, 0.5837229622734917, 0.5421785712242126, 0.72750367058648], 'velocity': (0.054756637662649155, 0.004214376211166382, 0.024172630161046982)}
58;41;3;(1.2938625812530518, -0.3287539482116699, -1.909894347190857);0.35;6.424793720245361;0.15670228585964296;6.381527841244718;959.4458994998095;947.8480734749099;21001;10000;False;(0.0863274335861206, -0.0036242096684873104, -0.16533632576465607);{'bbox': [0.45508676767349243, 0.5840584966871474, 0.5395777821540833, 0.7307040956285265], 'velocity': (0.04781150817871094, -0.0019879804458469152, -0.007652698550373316)}
59;37;2;(1.291271686553955, 0.6025619506835938, -2.31952166557312);0.35;5.6881937980651855;0.1537349675152753;6.504701019959163;946.3639994915865;930.0044575439573;21001;10000;False;(0.08635677397251129, -0.013741465285420418, -0.16587157547473907);{'bbox': [0.4592844843864441, 0.5840206146240234, 0.5445652008056641, 0.7309278382195367], 'velocity': (0.05407247319817543, 0.0075390757992863655, -0.008165085688233376)}
60;41;3;(1.3676754236221313, -0.2856961190700531, -2.383774757385254);0.35;6.407326698303223;0.15627626093422495;6.398924532887881;961.0485036589906;946.6849430311688;21001;10000;False;(0.07597485929727554, -0.007401407230645418, -0.15707796812057495);{'bbox': [0.45509764552116394, 0.5842236942715116, 0.5390438437461853, 0.7392720116509331], 'velocity': (0.0517268069088459, -0.0022289862390607595, 0.013899464160203934)}
61;41;3;(1.3721129894256592, 0.6178998947143555, -1.738261342048645);0.35;6.4472503662109375;0.15725000893197408;6.35930011573225;935.5535038512725;918.2297190989528;21001;10000;False;(0.08791059450917063, -0.03598940548204313, -0.19966642347741453);{'bbox': [0.45946037769317627, 0.5839405589633517, 0.5435525178909302, 0.7319431304931641], 'velocity': (0.054460495710372925, 0.0019338621059432626, -0.0026782224886119366)}
62;36;4;(1.2739535570144653, 0.4781439006328583, -2.2867398262023926);0.35;5.623316526412964;0.15620323684480455;6.401915992263004;960.0178772896021;945.9152313296252;21001;10000;False;(0.07416992634534836, 0.007275932002812624, -0.17772862315177917);{'bbox': [0.4634709656238556, 0.5769528812832303, 0.548315703868866, 0.7329387664794922], 'velocity': (0.04590124264359474, 0.001338414498604834, -0.020611904561519623)}
63;39;4;(1.291914463043213, -0.28202056884765625, -2.3056118488311768);0.35;6.0420215129852295;0.1549236285380828;6.454793303231878;961.3617810863966;949.0022017035752;21001;10000;False;(0.11780773609737576, 0.011003468901434818, -0.1531425268056689);{'bbox': [0.45230212807655334, 0.5782416661580404, 0.5393457412719727, 0.7369384235805936], 'velocity': (0.044659823179244995, -0.0006540765753015876, 0.0030614673160016537)}
64;45;3;(1.3976715803146362, 0.4480489194393158, -2.0159616470336914);0.35;7.0471110343933105;0.15660246743096246;6.38559542774028;-85.7005608099485;-100.2334788644632;21001;10002;False;(0.0711307375101253, 0.022771193541840137, -0.16992808189048758);{'bbox': [0.45265108346939087, 0.5909507539537218, 0.5382212996482849, 0.7431962754991319], 'velocity': (0.05846307799220085, -0.0027043716982007027, 0.0008911620825529099)}
65;37;3;(1.2631958723068237, 0.6101673245429993, -2.1433844566345215);0.35;5.767542362213135;0.1558795233030577;6.415210791066001;955.565604334551;940.3735877995798;21001;10000;False;(0.08461472392082214, -0.004326902329921722, -0.16546514630317688);{'bbox': [0.4594532251358032, 0.5841790835062662, 0.5450694561004639, 0.731686168246799], 'velocity': (0.05036711320281029, 0.004220263101160526, -0.00829275231808424)}
66;39;5;(1.251774549484253, 0.6353902816772461, -1.8911705017089844);0.35;6.102406740188599;0.15647196769714355;6.390921100548384;964.9811406823886;949.516056779791;21001;10000;False;(0.1290974079572445, -0.020499604115875016, -0.13901979520356522);{'bbox': [0.45844534039497375, 0.5818294949001737, 0.5440570116043091, 0.7262615097893609], 'velocity': (0.04400205239653587, 0.0017508725868538022, -0.007942801341414452)}
67;47;4;(1.401090383529663, -0.18501639366149902, -1.738016963005066);0.35;7.201817035675049;0.1532301496952138;6.526130803820752;952.9302055901508;939.6381027074069;21001;10000;False;(0.07524939626455307, -0.018523555248975754, -0.1593562811613083);{'bbox': [0.45253947377204895, 0.5834994845920138, 0.5387901663780212, 0.7385973930358887], 'velocity': (0.053281109780073166, 4.2181534809060395e-05, 0.01223144680261612)}
68;42;3;(1.387489914894104, 0.3203355669975281, -1.7814573049545288);0.35;6.564528703689575;0.15629830246879942;6.3980221423045975;937.6499508947588;923.9609227881899;21001;10000;False;(0.07119178026914597, 0.0020482318941503763, -0.17393247783184052);{'bbox': [0.45284315943717957, 0.5779808892144097, 0.5394535660743713, 0.7351384692721896], 'velocity': (0.05912718176841736, -0.01025827694684267, -0.017522938549518585)}
69;34;3;(1.2522271871566772, -0.5700892210006714, -1.9834407567977905);0.35;5.176165819168091;0.15224017115200267;6.568568548189296;936.6219801637583;922.5065378505731;21001;10000;False;(0.06306019425392151, 0.015225841663777828, -0.1800440102815628);{'bbox': [0.4529532790184021, 0.5694395701090494, 0.5354399085044861, 0.7336225509643555], 'velocity': (0.04743347316980362, -0.019820615649223328, 0.005201470106840134)}
70;36;4;(1.3028414249420166, -0.5726284384727478, -1.7521668672561646);0.35;5.625811576843262;0.1562725438012017;6.399076739111162;953.7035178134743;937.9564166803556;21001;10000;False;(0.07545328140258789, 0.013079462572932243, -0.17150938510894775);{'bbox': [0.4558967351913452, 0.5776591300964355, 0.5391070246696472, 0.7320975197686089], 'velocity': (0.04569610208272934, -0.011150809936225414, -0.0015835873782634735)}
71;34;4;(1.22939932346344, 0.42421647906303406, -2.30120587348938);0.35;5.371293544769287;0.15797922190497904;6.329946355866201;943.6234439764265;930.6228612418619;21001;10000;False;(0.0794844701886177, -0.0056011066772043705, -0.17680983245372772);{'bbox': [0.4584013819694519, 0.5771874321831597, 0.5448293685913086, 0.7287222014533149], 'velocity': (0.045199472457170486, 0.0022256909869611263, -0.010001319460570812)}
72;46;2;(1.4056615829467773, -0.3524267077445984, -1.929842472076416);0.35;7.026650905609131;0.15275328055672024;6.546504247603904;944.0142554518987;930.404866383193;21001;10000;False;(0.10539448503678979, -0.05263965847331974, -0.11405316426588592);{'bbox': [0.4540845453739166, 0.5933229658338759, 0.5375642776489258, 0.7428783840603299], 'velocity': (0.05213228240609169, 0.0014846355188637972, 0.0031494521535933018)}
73;40;4;(1.2512800693511963, -0.0440046600997448, -2.0273447036743164);0.35;6.145324945449829;0.15363312363624573;6.509013006646153;952.1205746498213;943.5617409044249;21001;10000;False;(0.07889897376298904, -0.014547406695783138, -0.1515619456768036);{'bbox': [0.45180511474609375, 0.5891107983059354, 0.5363008975982666, 0.7416701316833496], 'velocity': (0.05372508615255356, -0.0023215534165501595, 0.00665207440033555)}
74;42;2;(1.3982665538787842, 0.304860919713974, -1.9762873649597168);0.35;6.352930784225464;0.15126025676727295;6.6111219256925295;940.5000886674393;927.5212971709401;21001;10000;False;(0.0831281840801239, 0.016954472288489342, -0.15956507623195648);{'bbox': [0.4553672969341278, 0.5841341018676758, 0.5416457056999207, 0.7299696604410807], 'velocity': (0.0696796253323555, -0.010181411169469357, 0.010427223518490791)}
75;39;4;(1.2590014934539795, 0.2991741895675659, -1.9353232383728027);0.35;6.057491302490234;0.15532028980744192;6.438308872844291;942.0188084965125;931.3522838867068;21001;10000;False;(0.07897835969924927, -0.010013706050813198, -0.17312127351760864);{'bbox': [0.45625126361846924, 0.5780198838975694, 0.5389657020568848, 0.7316749890645345], 'velocity': (0.051409222185611725, -0.001252003712579608, -0.008540171198546886)}
76;37;3;(1.2918745279312134, -0.40072759985923767, -1.7544381618499756);0.35;5.727119207382202;0.1547870056049244;6.460490634158155;957.6847252702104;944.4317401415972;21001;10000;False;(0.07505419850349426, 0.012017847038805485, -0.16705180704593658);{'bbox': [0.4562004506587982, 0.5776191817389594, 0.5389981865882874, 0.7327084541320801], 'velocity': (0.05229528620839119, -0.010642795823514462, 0.014319838024675846)}
77;41;4;(1.3868978023529053, -0.4892766773700714, -2.072706460952759);0.35;6.329973936080933;0.1543896081970959;6.477119876639535;947.1251576485312;932.2177512176044;21001;10000;False;(0.08555150032043457, 0.020812584087252617, -0.16557727754116058);{'bbox': [0.45837992429733276, 0.5839959780375162, 0.5417104959487915, 0.7304027345445421], 'velocity': (0.0475027859210968, -0.008578128181397915, -0.011585184372961521)}
78;40;3;(1.332946538925171, 0.32147401571273804, -2.149352550506592);0.35;6.054996490478516;0.1513749122619629;6.6061144813048225;924.5767366310482;912.3327545835944;21001;10000;False;(0.08286848664283752, 0.021545683965086937, -0.13548016548156738);{'bbox': [0.4582256078720093, 0.5961408615112305, 0.5368670225143433, 0.7461977534823947], 'velocity': (0.059361010789871216, -0.010776818729937077, 0.017862265929579735)}
79;36;4;(1.2335832118988037, -0.3902457356452942, -2.040522336959839);0.35;5.517517805099487;0.15326438347498575;6.524673099691226;951.2330000417983;939.9708073592243;21001;10000;False;(0.07704859972000122, -0.012505660764873028, -0.1815910041332245);{'bbox': [0.4535481631755829, 0.5734372138977051, 0.5391336679458618, 0.7277209493849013], 'velocity': (0.04648894816637039, -0.0028240045066922903, -0.008655416779220104)}
80;43;3;(1.3982093334197998, 0.3908711075782776, -1.7784606218338013);0.35;6.855474948883057;0.15942964997402456;6.2723590007437595;953.7979189816391;939.2137242963696;21001;10000;False;(0.07723387330770493, -0.010926512070000172, -0.1638353168964386);{'bbox': [0.4534229636192322, 0.5835578706529405, 0.5390801429748535, 0.7366912629869249], 'velocity': (0.055750299245119095, -0.0024076849222183228, -0.006412931252270937)}
81;40;3;(1.347894549369812, 0.11524852365255356, -2.1182572841644287);0.35;6.275077819824219;0.15687694549560546;6.37442293920755;948.7701311294511;937.8813885704906;21001;10000;False;(0.08370994031429291, -0.022940179333090782, -0.18125797808170319);{'bbox': [0.4559002220630646, 0.5721746020846896, 0.5384063124656677, 0.7231870227389865], 'velocity': (0.0572827123105526, 0.003340943716466427, 0.0021729287691414356)}
82;40;4;(1.2853248119354248, 0.5663653612136841, -1.89052414894104);0.35;6.3254828453063965;0.1581370711326599;6.323627931372955;950.9179107022406;936.1395413505909;21001;10000;False;(0.07952643930912018, -0.008294838480651379, -0.17612746357917786);{'bbox': [0.45977145433425903, 0.5785118208991157, 0.544529914855957, 0.7313767009311252], 'velocity': (0.04822363704442978, 0.0037756823003292084, -0.020153693854808807)}
83;38;3;(1.3299485445022583, -0.5138932466506958, -2.2214860916137695);0.35;6.077951908111572;0.15994610284504138;6.252106067059463;953.7838140654476;938.830131126524;21001;10000;False;(0.03681108599952595, -0.055230103974719835, -0.13055217840354597);{'bbox': [0.4537315368652344, 0.5773704846700033, 0.5391666889190674, 0.7301418516370985], 'velocity': (0.044007379561662674, -0.002610251074656844, 0.010498665273189545)}
84;38;4;(1.363105297088623, 0.10268514603376389, -2.164982318878174);0.35;5.775527238845825;0.1519875589169954;6.579485894277226;-88.87736850570064;-100.30533653790408;21001;10002;False;(0.08169129490852356, -0.006759965792298317, -0.1590922474861145);{'bbox': [0.45480087399482727, 0.5846956570943197, 0.5411815047264099, 0.7335794766743978], 'velocity': (0.0609394796192646, -0.0007978341891430318, 0.010064888745546341)}
85;45;2;(1.418470859527588, 0.45491155982017517, -2.095715045928955);0.35;6.9278388023376465;0.15395197338528102;6.495532197547054;956.6635347942442;941.6443932502751;21001;10000;False;(0.07544519752264023, -0.0102706179022789, -0.15833666920661926);{'bbox': [0.45603466033935547, 0.5833005905151367, 0.5384132862091064, 0.7392652299669054], 'velocity': (0.058364637196063995, -0.001329987309873104, 0.011366823688149452)}
86;45;4;(1.370181679725647, -0.3830943703651428, -1.8616902828216553);0.35;6.95328950881958;0.1545175446404351;6.471756992560403;956.3079339500604;942.6563017199541;21001;10000;False;(0.10988765944912784, 0.006290052623846819, -0.15411494602289316);{'bbox': [0.4551449418067932, 0.5852173169453939, 0.5403193831443787, 0.7320195304022895], 'velocity': (0.05079745128750801, -0.0005229193484410644, -0.002796133514493704)}
87;37;3;(1.2449662685394287, -0.28036126494407654, -1.8108991384506226);0.35;5.836411714553833;0.1577408571501036;6.339511639957784;942.8079140802898;932.037275078478;21001;10000;False;(0.08398456871509552, -0.010794307105243206, -0.1872113198041916);{'bbox': [0.45619726181030273, 0.5722837977939181, 0.5387647747993469, 0.7236653433905708], 'velocity': (0.04664991796016693, -0.0012521406169980764, -0.023128025233745575)}
88;43;3;(1.336570382118225, -0.20986349880695343, -1.7183562517166138);0.35;6.622418642044067;0.15400973586148994;6.493096000757764;949.4866344472355;936.9096647979877;21001;10000;False;(0.07907343655824661, 0.0012504970654845238, -0.17789813876152039);{'bbox': [0.45599743723869324, 0.5796712769402398, 0.5407839417457581, 0.7333620919121636], 'velocity': (0.04668030887842178, -0.005174392368644476, -0.039630260318517685)}
89;34;4;(1.2930175065994263, 0.12830249965190887, -2.2508928775787354);0.35;5.128755331039429;0.15084574503057144;6.629288746575736;-89.33378527066964;-100.16833534862457;21001;10002;False;(0.06580536068697868, -0.02865359548868146, -0.1399844053583426);{'bbox': [0.4590395390987396, 0.5847006373935275, 0.5445570349693298, 0.7337238523695204], 'velocity': (0.06968095898628235, -0.00690456060692668, -0.014576544053852558)}
90;36;3;(1.2534078359603882, 0.5644616484642029, -2.1742260456085205);0.35;5.537978410720825;0.15383273363113403;6.500567053549461;951.0621752959119;936.6015230670266;21001;10000;False;(0.07900035381317139, -0.010628201067447662, -0.174748033285141);{'bbox': [0.46299096941947937, 0.5777254104614258, 0.5452257990837097, 0.7319671312967936], 'velocity': (0.050619930028915405, 0.007125653326511383, -0.012489769607782364)}
91;40;2;(1.338698148727417, -0.15359491109848022, -2.36480450630188);0.35;6.178261756896973;0.1544565439224243;6.474312933625197;952.186153466698;939.379688366313;21001;10000;False;(0.11119305152050639, -0.0096650293264978, -0.1692958315968235);{'bbox': [0.452711284160614, 0.5781886842515733, 0.5394855737686157, 0.7329292827182345], 'velocity': (0.05106903985142708, -0.001239966251887381, -0.012026832439005375)}
92;41;4;(1.3790600299835205, -0.5914817452430725, -1.7955667972564697);0.35;6.65735125541687;0.1623744208638261;6.158605491431691;958.5657407043008;941.8012514135899;21001;10000;False;(0.08167001605033875, 0.0014765942469239235, -0.159124955534935);{'bbox': [0.45609042048454285, 0.5831658045450846, 0.5390018820762634, 0.7346914609273275], 'velocity': (0.043812431395053864, -0.003977380692958832, 0.016441654413938522)}
93;38;2;(1.266697645187378, -0.3454483449459076, -1.838911533355713);0.35;5.811459541320801;0.1529331458242316;6.538804878501063;951.4464107185904;939.75408726525;21001;10000;False;(0.08168043941259384, 0.015780987218022346, -0.1683059185743332);{'bbox': [0.456163227558136, 0.5837273067898221, 0.5385007262229919, 0.7346880171034071], 'velocity': (0.04820781946182251, -0.011165952309966087, -0.028483066707849503)}
94;40;3;(1.2930556535720825, -0.1885393261909485, -1.7501029968261719);0.35;6.221180200576782;0.15552950501441956;6.4296481873795415;962.2315302968459;950.8523186932538;21001;10000;False;(0.07892453670501709, -0.0046082898043096066, -0.17493446171283722);{'bbox': [0.45612043142318726, 0.5778547922770182, 0.5410239696502686, 0.7303447193569608], 'velocity': (0.04867320507764816, -0.002272580750286579, -0.011354283429682255)}
95;42;3;(1.3959410190582275, 0.1276073008775711, -2.0018563270568848);0.35;6.648868799209595;0.15830639998118082;6.316864006249136;952.108550013626;940.4480094848725;21001;10000;False;(0.0794084370136261, -0.007100186310708523, -0.16394557058811188);{'bbox': [0.45628622174263, 0.579172240363227, 0.5389870405197144, 0.7328830295138888], 'velocity': (0.05332938954234123, -0.0016868042293936014, 0.019877947866916656)}
96;40;3;(1.256796956062317, -0.04298864305019379, -2.101593017578125);0.35;6.127858638763428;0.1531964659690857;6.527565722056507;923.1360091153508;914.2332007947881;21001;10000;False;(0.047482411212493275, 0.024362145372479743, -0.2122931618992146);{'bbox': [0.455243855714798, 0.5838874710930718, 0.5392446517944336, 0.7300988833109537], 'velocity': (0.051296431571245193, -0.002644855761900544, -0.00623019365593791)}
97;43;3;(1.3646682500839233, -0.3260946273803711, -2.1535935401916504);0.35;6.5665247440338135;0.15270987776822822;6.548364877337707;962.3152788715786;949.4208841141865;21001;10000;False;(0.07707306742668152, -0.01943093352019787, -0.15883903205394745);{'bbox': [0.45324379205703735, 0.5832282172309028, 0.53824383020401, 0.7381794187757704], 'velocity': (0.04969462752342224, 0.0010088091949000955, 0.015997260808944702)}
98;32;3;(1.2550612688064575, -0.6356648206710815, -1.8110872507095337);0.35;4.888712167739868;0.15277225524187088;6.5456911558763595;941.9900591454851;926.3174058165232;21001;10000;False;(0.0645749568939209, 0.004110023844987154, -0.1739402413368225);{'bbox': [0.4460938274860382, 0.5760560035705566, 0.5287257432937622, 0.7401710616217719], 'velocity': (0.04936894774436951, -0.0235139150172472, -0.01700063794851303)}
99;40;3;(1.40693199634552, 0.019557131454348564, -2.2959601879119873);0.35;6.150314807891846;0.15375787019729614;6.503732125821194;957.9353209501448;945.0073718777697;21001;10000;False;(0.08349449187517166, -0.004778270609676838, -0.17304924130439758);{'bbox': [0.4560372531414032, 0.5776733822292752, 0.5387462377548218, 0.727326340145535], 'velocity': (0.05397157743573189, -0.0029123788699507713, -0.002010907046496868)}
